time,battery_v,bus_current_a,panel_temp_c,rw1_rpm,rw1_current_a,rw1_temp_c,heater_on,eclipse
2026-02-01T11:52:00Z,28.415,4.08,18.21,3186.1,0.5132,22.39,0,0
2026-02-01T11:53:00Z,28.409,4.069,18.58,3171.8,0.5017,22.43,0,0
2026-02-01T11:54:00Z,28.42,4.106,17.53,3157.6,0.5124,22.63,0,0
2026-02-01T11:55:00Z,28.408,4.088,17.81,3159.9,0.5024,22.5,0,0
2026-02-01T11:56:00Z,28.395,4.06,18.72,3174.8,0.5126,22.61,0,0
2026-02-01T11:57:00Z,28.425,4.079,18.56,3183.8,0.5068,22.6,0,0
2026-02-01T11:58:00Z,28.422,4.082,18.01,3204.0,0.5021,22.63,0,0
2026-02-01T11:59:00Z,28.381,4.125,17.51,3215.7,0.5128,22.39,0,0
2026-02-01T12:00:00Z,28.401,4.097,18.8,3229.7,0.5194,22.68,0,0
2026-02-01T12:01:00Z,28.454,4.095,17.6,3233.5,0.5158,22.66,0,0
2026-02-01T12:02:00Z,28.406,4.115,17.47,3241.0,0.509,22.48,0,0
2026-02-01T12:03:00Z,28.388,4.084,18.55,3231.5,0.5012,22.64,0,0
2026-02-01T12:04:00Z,28.394,4.129,17.72,3229.0,0.5063,22.5,0,0
2026-02-01T12:05:00Z,28.393,4.076,17.98,3204.1,0.5093,22.33,0,0
2026-02-01T12:06:00Z,27.714,4.381,-8.1,3188.2,0.518,22.63,1,1
2026-02-01T12:07:00Z,27.713,4.425,-7.67,3177.8,0.5193,22.63,1,1
2026-02-01T12:08:00Z,27.738,4.404,-8.35,3166.6,0.5178,22.4,1,1
2026-02-01T12:09:00Z,27.696,4.376,-8.57,3160.8,0.5088,22.63,1,1
2026-02-01T12:10:00Z,27.724,4.408,-8.27,3174.7,0.5174,22.56,1,1
2026-02-01T12:11:00Z,27.718,4.385,-7.6,3178.4,0.5048,22.41,1,1
2026-02-01T12:12:00Z,27.727,4.385,-8.37,3180.4,0.5153,22.49,1,1
2026-02-01T12:13:00Z,27.728,4.423,-7.89,3184.7,0.5201,22.62,1,1
2026-02-01T12:14:00Z,27.703,4.466,-8.37,3216.2,0.5134,22.52,1,1
2026-02-01T12:15:00Z,27.738,4.375,-8.13,3225.3,0.5122,22.76,1,1
2026-02-01T12:16:00Z,27.714,4.398,-7.44,3236.7,0.495,22.52,1,1
2026-02-01T12:17:00Z,27.721,4.42,-7.41,3229.3,0.5134,22.59,1,1
2026-02-01T12:18:00Z,27.705,4.391,-8.16,3241.4,0.5146,22.67,1,1
2026-02-01T12:19:00Z,27.726,4.381,-8.42,3217.6,0.5198,22.83,1,1
2026-02-01T12:20:00Z,27.686,4.383,-7.89,3210.9,0.5044,22.49,1,1
2026-02-01T12:21:00Z,27.725,4.429,-7.59,3197.8,0.5179,22.56,1,1
2026-02-01T12:22:00Z,27.717,4.36,-7.87,3170.3,0.5017,22.38,1,1
2026-02-01T12:23:00Z,27.705,4.399,-7.32,3175.8,0.5066,22.72,1,1
2026-02-01T12:24:00Z,27.727,4.406,-8.27,3162.3,0.5113,22.75,1,1
2026-02-01T12:25:00Z,27.708,4.385,-8.05,3150.1,0.5163,22.67,1,1
2026-02-01T12:26:00Z,27.682,4.366,-7.9,3170.2,0.5091,22.72,1,1
2026-02-01T12:27:00Z,27.728,4.37,-7.68,3179.1,0.5128,22.61,1,1
2026-02-01T12:28:00Z,27.676,4.373,-7.86,3197.3,0.5127,22.88,1,1
2026-02-01T12:29:00Z,27.746,4.377,-8.0,3210.6,0.5203,22.54,1,1
2026-02-01T12:30:00Z,27.725,4.428,-7.94,3229.9,0.5193,22.33,1,1
2026-02-01T12:31:00Z,27.698,4.389,-8.37,3235.3,0.5191,22.62,1,1
2026-02-01T12:32:00Z,27.683,4.416,-8.33,3234.4,0.5154,22.72,1,1
2026-02-01T12:33:00Z,27.691,4.401,-8.42,3236.7,0.5092,22.39,1,1
2026-02-01T12:34:00Z,27.715,4.419,-7.83,3219.4,0.5168,22.6,1,1
2026-02-01T12:35:00Z,27.697,4.45,-7.57,3205.4,0.5104,22.77,1,1
2026-02-01T12:36:00Z,27.691,4.427,-7.85,3190.0,0.5163,22.55,1,1
2026-02-01T12:37:00Z,27.727,4.406,-7.53,3176.5,0.5038,22.73,1,1
2026-02-01T12:38:00Z,27.698,4.409,-8.34,3180.9,0.5085,22.69,1,1
2026-02-01T12:39:00Z,27.675,4.379,-8.24,3161.2,0.5086,22.76,1,1
2026-02-01T12:40:00Z,28.451,4.149,17.95,3160.3,0.509,22.64,0,0
2026-02-01T12:41:00Z,28.416,4.126,17.82,3173.4,0.5162,22.4,0,0
2026-02-01T12:42:00Z,28.385,4.175,17.76,3189.1,0.526,22.47,0,0
2026-02-01T12:43:00Z,28.341,4.112,18.05,3204.2,0.5108,22.89,0,0
2026-02-01T12:44:00Z,28.412,4.123,17.9,3214.1,0.5154,22.71,0,0
2026-02-01T12:45:00Z,28.411,4.092,18.0,3223.8,0.5168,22.49,0,0
2026-02-01T12:46:00Z,28.419,4.124,18.36,3233.9,0.511,22.44,0,0
2026-02-01T12:47:00Z,28.397,4.082,17.6,3239.6,0.5089,22.68,0,0
2026-02-01T12:48:00Z,28.384,4.126,17.23,3233.4,0.5174,22.66,0,0
2026-02-01T12:49:00Z,28.411,4.089,17.76,3221.2,0.5205,22.74,0,0
2026-02-01T12:50:00Z,28.412,4.084,18.12,3208.1,0.5209,22.83,0,0
2026-02-01T12:51:00Z,28.396,4.109,18.37,3189.6,0.5183,22.49,0,0
2026-02-01T12:52:00Z,28.42,4.101,17.28,3184.7,0.5145,22.77,0,0
2026-02-01T12:53:00Z,28.38,4.17,17.78,3175.8,0.5151,22.85,0,0
2026-02-01T12:54:00Z,28.403,4.097,17.43,3160.0,0.5218,22.58,0,0
2026-02-01T12:55:00Z,28.452,4.073,18.12,3165.8,0.5163,22.56,0,0
2026-02-01T12:56:00Z,28.417,4.126,17.83,3166.0,0.5158,22.59,0,0
2026-02-01T12:57:00Z,28.382,4.104,17.42,3186.3,0.5122,22.74,0,0
2026-02-01T12:58:00Z,28.418,4.141,17.28,3203.5,0.5122,22.27,0,0
2026-02-01T12:59:00Z,28.418,4.053,17.91,3214.8,0.5104,22.53,0,0
2026-02-01T13:00:00Z,28.413,4.12,18.03,3234.7,0.5198,22.36,0,0
2026-02-01T13:01:00Z,28.398,4.106,18.55,3230.6,0.5175,22.78,0,0
2026-02-01T13:02:00Z,28.422,4.101,18.17,3243.8,0.5194,22.45,0,0
2026-02-01T13:03:00Z,28.397,4.064,17.58,3232.2,0.5173,22.79,0,0
2026-02-01T13:04:00Z,28.378,4.092,17.56,3210.6,0.516,22.7,0,0
2026-02-01T13:05:00Z,28.405,4.05,17.45,3206.9,0.5093,22.52,0,0
2026-02-01T13:06:00Z,28.385,4.092,18.71,3183.4,0.5268,22.71,0,0
2026-02-01T13:07:00Z,28.38,4.089,17.94,3181.6,0.5178,22.68,0,0
2026-02-01T13:08:00Z,28.402,4.076,17.79,3170.0,0.5137,22.9,0,0
2026-02-01T13:09:00Z,28.433,4.11,18.07,3169.0,0.5135,22.98,0,0
2026-02-01T13:10:00Z,28.403,4.046,17.86,3166.2,0.5223,22.72,0,0
2026-02-01T13:11:00Z,28.383,4.148,18.07,3176.7,0.5175,22.54,0,0
2026-02-01T13:12:00Z,28.415,4.082,17.95,3187.9,0.5233,22.62,0,0
2026-02-01T13:13:00Z,28.403,4.145,18.38,3206.9,0.5156,22.44,0,0
2026-02-01T13:14:00Z,28.402,4.091,17.85,3215.4,0.5233,22.7,0,0
2026-02-01T13:15:00Z,28.379,4.17,18.11,3232.2,0.5269,22.89,0,0
2026-02-01T13:16:00Z,28.405,4.093,18.59,3239.0,0.5171,22.45,0,0
2026-02-01T13:17:00Z,28.403,4.053,17.47,3240.3,0.5175,22.67,0,0
2026-02-01T13:18:00Z,28.41,4.107,18.48,3228.0,0.5293,22.66,0,0
2026-02-01T13:19:00Z,28.421,4.034,17.58,3215.5,0.5318,22.82,0,0
2026-02-01T13:20:00Z,28.395,4.058,18.36,3204.2,0.5259,22.79,0,0
2026-02-01T13:21:00Z,28.397,4.083,17.98,3185.6,0.5185,22.41,0,0
2026-02-01T13:22:00Z,28.42,4.035,19.07,3172.1,0.5293,22.72,0,0
2026-02-01T13:23:00Z,28.403,4.129,17.66,3162.7,0.5193,22.86,0,0
2026-02-01T13:24:00Z,28.408,4.091,18.0,3152.7,0.5319,22.92,0,0
2026-02-01T13:25:00Z,28.411,4.092,17.99,3173.0,0.5185,22.76,0,0
2026-02-01T13:26:00Z,28.388,4.159,18.3,3172.5,0.5225,22.7,0,0
2026-02-01T13:27:00Z,28.396,4.148,18.36,3192.3,0.5255,22.75,0,0
2026-02-01T13:28:00Z,28.413,4.077,17.98,3207.0,0.5206,22.8,0,0
2026-02-01T13:29:00Z,28.421,4.083,17.81,3222.0,0.5212,22.88,0,0
2026-02-01T13:30:00Z,28.406,4.067,18.15,3221.3,0.531,22.69,0,0
2026-02-01T13:31:00Z,28.393,4.118,18.23,3233.2,0.5266,22.83,0,0
2026-02-01T13:32:00Z,28.391,4.043,18.07,3241.3,0.5239,22.6,0,0
2026-02-01T13:33:00Z,28.393,4.14,17.59,3230.9,0.522,22.67,0,0
2026-02-01T13:34:00Z,28.403,4.127,18.02,3215.5,0.5296,22.8,0,0
2026-02-01T13:35:00Z,28.413,4.167,18.29,3207.8,0.5284,22.93,0,0
2026-02-01T13:36:00Z,28.43,4.152,18.37,3188.1,0.5178,22.84,0,0
2026-02-01T13:37:00Z,28.385,4.112,18.57,3183.1,0.5244,22.84,0,0
2026-02-01T13:38:00Z,28.383,4.156,18.38,3166.5,0.5204,22.94,0,0
2026-02-01T13:39:00Z,28.384,4.074,18.0,3169.4,0.5232,22.82,0,0
2026-02-01T13:40:00Z,28.441,4.081,18.19,3161.5,0.5269,22.9,0,0
2026-02-01T13:41:00Z,27.692,4.407,-7.92,3172.7,0.5297,22.91,1,1
2026-02-01T13:42:00Z,27.728,4.412,-8.28,3183.1,0.52,22.72,1,1
2026-02-01T13:43:00Z,27.677,4.427,-8.43,3195.4,0.529,22.73,1,1
2026-02-01T13:44:00Z,27.734,4.335,-7.44,3217.7,0.5337,22.76,1,1
2026-02-01T13:45:00Z,27.674,4.429,-7.59,3232.0,0.5202,22.61,1,1
2026-02-01T13:46:00Z,27.685,4.415,-8.17,3233.6,0.5188,22.85,1,1
2026-02-01T13:47:00Z,27.692,4.417,-8.7,3225.1,0.5272,22.74,1,1
2026-02-01T13:48:00Z,27.778,4.405,-7.72,3233.7,0.5357,22.99,1,1
2026-02-01T13:49:00Z,27.741,4.389,-8.16,3221.1,0.5289,22.62,1,1
2026-02-01T13:50:00Z,27.707,4.381,-8.66,3202.9,0.529,22.55,1,1
2026-02-01T13:51:00Z,27.704,4.376,-7.75,3185.2,0.5207,22.83,1,1
2026-02-01T13:52:00Z,27.719,4.388,-7.93,3168.6,0.5208,22.71,1,1
2026-02-01T13:53:00Z,27.692,4.379,-8.02,3160.8,0.5272,22.84,1,1
2026-02-01T13:54:00Z,27.686,4.405,-7.16,3155.5,0.5252,22.76,1,1
2026-02-01T13:55:00Z,27.703,4.419,-8.19,3159.9,0.5195,22.88,1,1
2026-02-01T13:56:00Z,27.732,4.4,-7.89,3168.2,0.5303,22.83,1,1
2026-02-01T13:57:00Z,27.645,4.396,-8.14,3180.4,0.5277,22.82,1,1
2026-02-01T13:58:00Z,27.705,4.404,-7.44,3201.5,0.5282,22.41,1,1
2026-02-01T13:59:00Z,27.696,4.356,-8.13,3226.4,0.5235,22.83,1,1
2026-02-01T14:00:00Z,27.688,4.436,-7.84,3228.8,0.53,22.75,1,1
2026-02-01T14:01:00Z,27.697,4.479,-7.65,3240.4,0.5185,22.72,1,1
2026-02-01T14:02:00Z,27.66,4.421,-8.16,3238.9,0.5309,22.75,1,1
2026-02-01T14:03:00Z,27.712,4.358,-7.51,3226.6,0.5192,22.88,1,1
2026-02-01T14:04:00Z,27.679,4.389,-8.12,3226.2,0.5282,22.8,1,1
2026-02-01T14:05:00Z,27.711,4.4,-8.14,3216.0,0.5241,22.67,1,1
2026-02-01T14:06:00Z,27.714,4.406,-8.1,3190.7,0.536,22.98,1,1
2026-02-01T14:07:00Z,27.69,4.407,-7.99,3169.1,0.5262,22.67,1,1
2026-02-01T14:08:00Z,27.751,4.366,-7.67,3165.2,0.5252,23.2,1,1
2026-02-01T14:09:00Z,27.706,4.415,-8.44,3166.4,0.5286,22.47,1,1
2026-02-01T14:10:00Z,27.716,4.398,-8.33,3158.4,0.5079,22.77,1,1
2026-02-01T14:11:00Z,27.713,4.432,-8.49,3166.4,0.5142,22.68,1,1
2026-02-01T14:12:00Z,27.685,4.421,-7.73,3187.6,0.5245,23.19,1,1
2026-02-01T14:13:00Z,27.688,4.39,-8.16,3198.7,0.5223,22.89,1,1
2026-02-01T14:14:00Z,27.719,4.413,-8.22,3228.9,0.5359,22.94,1,1
2026-02-01T14:15:00Z,28.408,4.063,17.72,3232.7,0.5194,23.09,0,0
2026-02-01T14:16:00Z,28.408,4.074,17.65,3251.0,0.5296,22.81,0,0
2026-02-01T14:17:00Z,28.416,4.111,17.46,3247.6,0.531,22.69,0,0
2026-02-01T14:18:00Z,28.435,4.14,17.82,3238.8,0.5302,22.89,0,0
2026-02-01T14:19:00Z,28.416,4.036,17.77,3226.0,0.5285,22.8,0,0
2026-02-01T14:20:00Z,28.409,4.066,17.64,3206.4,0.5302,22.96,0,0
2026-02-01T14:21:00Z,28.412,4.104,18.21,3190.1,0.528,22.83,0,0
2026-02-01T14:22:00Z,28.405,4.093,17.01,3177.3,0.5155,22.49,0,0
2026-02-01T14:23:00Z,28.395,4.113,18.43,3165.5,0.5317,22.87,0,0
2026-02-01T14:24:00Z,28.37,4.112,18.57,3159.2,0.5303,22.68,0,0
2026-02-01T14:25:00Z,28.394,4.17,17.64,3169.9,0.525,22.67,0,0
2026-02-01T14:26:00Z,28.422,4.096,17.86,3173.7,0.5269,22.95,0,0
2026-02-01T14:27:00Z,28.372,4.07,18.23,3183.6,0.5198,23.04,0,0
2026-02-01T14:28:00Z,28.462,4.06,17.59,3219.8,0.5356,22.88,0,0
2026-02-01T14:29:00Z,28.403,4.063,17.53,3220.9,0.534,22.73,0,0
2026-02-01T14:30:00Z,28.386,4.081,17.63,3233.1,0.5253,22.89,0,0
2026-02-01T14:31:00Z,28.386,4.077,18.29,3234.2,0.5332,22.85,0,0
2026-02-01T14:32:00Z,28.416,4.099,18.47,3241.0,0.539,22.97,0,0
2026-02-01T14:33:00Z,28.4,4.123,17.67,3238.2,0.5207,23.05,0,0
2026-02-01T14:34:00Z,28.395,4.085,17.46,3230.3,0.5297,22.95,0,0
2026-02-01T14:35:00Z,28.392,4.096,18.11,3198.1,0.5337,22.72,0,0
2026-02-01T14:36:00Z,28.443,4.115,18.01,3178.8,0.5384,22.81,0,0
2026-02-01T14:37:00Z,28.401,4.097,17.58,3175.9,0.5268,22.92,0,0
2026-02-01T14:38:00Z,28.448,4.112,18.38,3160.7,0.528,23.14,0,0
2026-02-01T14:39:00Z,28.401,4.067,18.08,3161.9,0.5261,22.9,0,0
2026-02-01T14:40:00Z,28.426,4.069,18.16,3161.0,0.5297,22.83,0,0
2026-02-01T14:41:00Z,28.415,4.106,18.08,3172.3,0.5325,22.92,0,0
2026-02-01T14:42:00Z,28.429,4.104,17.61,3185.8,0.5356,23.12,0,0
2026-02-01T14:43:00Z,28.385,4.121,17.33,3209.9,0.5452,22.75,0,0
2026-02-01T14:44:00Z,28.406,4.098,18.55,3225.8,0.5194,22.62,0,0
2026-02-01T14:45:00Z,28.364,4.096,17.11,3230.9,0.5276,23.0,0,0
2026-02-01T14:46:00Z,28.376,4.079,18.06,3240.1,0.5364,23.18,0,0
2026-02-01T14:47:00Z,28.442,4.139,17.36,3239.3,0.5298,22.73,0,0
2026-02-01T14:48:00Z,28.411,4.151,17.96,3237.3,0.5211,22.81,0,0
2026-02-01T14:49:00Z,28.394,4.157,17.41,3221.4,0.532,22.82,0,0
2026-02-01T14:50:00Z,28.352,4.078,18.08,3213.3,0.5336,22.89,0,0
2026-02-01T14:51:00Z,28.379,4.138,18.18,3191.4,0.5275,23.03,0,0
2026-02-01T14:52:00Z,28.404,4.059,17.34,3170.3,0.5295,23.25,0,0
2026-02-01T14:53:00Z,28.414,4.066,17.82,3156.2,0.5312,22.87,0,0
2026-02-01T14:54:00Z,28.428,4.099,17.14,3158.5,0.5441,22.9,0,0
2026-02-01T14:55:00Z,28.415,4.075,18.63,3146.4,0.5404,23.11,0,0
2026-02-01T14:56:00Z,28.387,4.067,17.42,3175.9,0.5341,22.86,0,0
2026-02-01T14:57:00Z,28.442,4.088,17.91,3196.4,0.5427,22.78,0,0
2026-02-01T14:58:00Z,28.371,4.076,18.29,3204.7,0.5351,23.0,0,0
2026-02-01T14:59:00Z,28.409,4.111,17.56,3221.1,0.5241,23.06,0,0
2026-02-01T15:00:00Z,28.388,4.083,17.35,3238.4,0.5334,22.91,0,0
2026-02-01T15:01:00Z,28.383,4.134,17.57,3250.0,0.535,22.89,0,0
2026-02-01T15:02:00Z,28.406,4.167,18.03,3247.8,0.5451,23.03,0,0
2026-02-01T15:03:00Z,28.437,4.131,17.86,3238.2,0.5384,22.81,0,0
2026-02-01T15:04:00Z,28.4,4.087,17.74,3217.3,0.5262,22.98,0,0
2026-02-01T15:05:00Z,28.399,4.107,17.58,3209.9,0.5349,22.97,0,0
2026-02-01T15:06:00Z,28.391,4.108,17.78,3176.5,0.5303,22.65,0,0
2026-02-01T15:07:00Z,28.41,4.093,17.86,3170.0,0.5358,23.04,0,0
2026-02-01T15:08:00Z,28.395,4.082,18.21,3160.8,0.5391,22.86,0,0
2026-02-01T15:09:00Z,28.398,4.082,18.26,3158.4,0.5146,22.85,0,0
2026-02-01T15:10:00Z,28.424,4.087,18.01,3168.3,0.5389,22.96,0,0
2026-02-01T15:11:00Z,28.4,4.02,17.79,3177.0,0.5393,23.05,0,0
2026-02-01T15:12:00Z,28.381,4.077,18.98,3194.2,0.54,22.98,0,0
2026-02-01T15:13:00Z,28.393,4.065,17.46,3201.3,0.5223,23.04,0,0
2026-02-01T15:14:00Z,28.412,4.13,17.92,3230.0,0.5348,22.83,0,0
2026-02-01T15:15:00Z,28.409,4.105,17.83,3225.7,0.5402,23.01,0,0
2026-02-01T15:16:00Z,27.7,4.42,-8.34,3240.3,0.5258,22.98,1,1
2026-02-01T15:17:00Z,27.734,4.345,-8.36,3241.7,0.5255,22.98,1,1
2026-02-01T15:18:00Z,27.653,4.391,-8.68,3225.6,0.5365,23.01,1,1
2026-02-01T15:19:00Z,27.717,4.416,-8.02,3217.0,0.5409,22.8,1,1
2026-02-01T15:20:00Z,27.666,4.388,-8.28,3204.8,0.5345,23.15,1,1
2026-02-01T15:21:00Z,27.696,4.406,-8.25,3182.8,0.5331,22.77,1,1
2026-02-01T15:22:00Z,27.755,4.399,-8.22,3163.4,0.5396,23.08,1,1
2026-02-01T15:23:00Z,27.704,4.411,-8.06,3161.8,0.5366,23.06,1,1
2026-02-01T15:24:00Z,27.722,4.384,-8.12,3160.0,0.531,23.24,1,1
2026-02-01T15:25:00Z,27.677,4.382,-7.85,3159.2,0.5361,23.04,1,1
2026-02-01T15:26:00Z,27.697,4.451,-7.6,3175.5,0.5362,22.72,1,1
2026-02-01T15:27:00Z,27.736,4.427,-7.73,3197.5,0.5257,22.98,1,1
2026-02-01T15:28:00Z,27.701,4.392,-8.35,3214.1,0.5334,22.82,1,1
2026-02-01T15:29:00Z,27.744,4.394,-7.67,3227.5,0.5301,23.25,1,1
2026-02-01T15:30:00Z,27.727,4.435,-8.33,3238.0,0.5262,22.82,1,1
2026-02-01T15:31:00Z,27.646,4.354,-8.45,3243.7,0.5372,22.94,1,1
2026-02-01T15:32:00Z,27.747,4.411,-7.62,3247.8,0.5361,22.93,1,1
2026-02-01T15:33:00Z,27.702,4.404,-8.15,3224.2,0.5478,23.13,1,1
2026-02-01T15:34:00Z,27.682,4.371,-8.13,3220.6,0.5403,23.17,1,1
2026-02-01T15:35:00Z,27.711,4.364,-7.7,3201.4,0.5363,23.0,1,1
2026-02-01T15:36:00Z,27.674,4.39,-8.1,3175.3,0.5272,22.96,1,1
2026-02-01T15:37:00Z,27.698,4.379,-7.78,3166.1,0.5364,23.02,1,1
2026-02-01T15:38:00Z,27.698,4.434,-7.76,3158.3,0.5361,22.91,1,1
2026-02-01T15:39:00Z,27.724,4.331,-8.2,3155.9,0.536,22.98,1,1
2026-02-01T15:40:00Z,27.686,4.41,-8.27,3154.4,0.5311,22.94,1,1
2026-02-01T15:41:00Z,27.713,4.39,-7.85,3172.8,0.5377,22.96,1,1
2026-02-01T15:42:00Z,27.676,4.376,-7.33,3180.6,0.5487,22.97,1,1
2026-02-01T15:43:00Z,27.676,4.386,-8.09,3206.8,0.5366,23.25,1,1
2026-02-01T15:44:00Z,27.684,4.441,-8.3,3225.4,0.5345,23.07,1,1
2026-02-01T15:45:00Z,27.718,4.394,-8.87,3244.1,0.5464,23.13,1,1
2026-02-01T15:46:00Z,27.695,4.433,-7.77,3243.4,0.5358,22.94,1,1
2026-02-01T15:47:00Z,27.719,4.368,-8.74,3247.7,0.5379,23.1,1,1
2026-02-01T15:48:00Z,27.716,4.398,-7.83,3227.7,0.5506,22.95,1,1
2026-02-01T15:49:00Z,27.672,4.374,-7.93,3219.2,0.5479,23.11,1,1
2026-02-01T15:50:00Z,28.405,4.094,17.48,3192.2,0.5419,23.18,0,0
2026-02-01T15:51:00Z,28.459,4.062,18.32,3181.3,0.5318,23.05,0,0
2026-02-01T15:52:00Z,28.394,4.125,18.16,3166.4,0.5384,23.33,0,0
2026-02-01T15:53:00Z,28.399,4.083,17.53,3159.4,0.5446,23.37,0,0
2026-02-01T15:54:00Z,28.407,4.055,17.59,3149.2,0.5299,23.19,0,0
2026-02-01T15:55:00Z,28.415,4.104,18.4,3161.5,0.5431,22.96,0,0
2026-02-01T15:56:00Z,28.429,4.114,17.35,3174.1,0.5489,22.93,0,0
2026-02-01T15:57:00Z,28.385,4.127,18.48,3209.2,0.5327,23.3,0,0
2026-02-01T15:58:00Z,28.429,4.082,18.0,3203.1,0.5376,22.97,0,0
2026-02-01T15:59:00Z,28.41,4.102,17.98,3236.8,0.5408,23.15,0,0
2026-02-01T16:00:00Z,28.38,4.076,18.38,3238.1,0.5387,23.15,0,0
2026-02-01T16:01:00Z,28.429,4.125,17.48,3243.2,0.5375,23.1,0,0
2026-02-01T16:02:00Z,28.373,4.109,18.2,3235.8,0.5329,23.08,0,0
2026-02-01T16:03:00Z,28.419,4.126,17.89,3234.7,0.5372,23.17,0,0
2026-02-01T16:04:00Z,28.406,4.059,18.53,3223.4,0.5298,23.08,0,0
2026-02-01T16:05:00Z,28.412,4.068,18.1,3181.4,0.5422,23.2,0,0
2026-02-01T16:06:00Z,28.439,4.112,17.93,3172.2,0.5496,23.32,0,0
2026-02-01T16:07:00Z,28.405,4.072,19.26,3173.4,0.5393,22.88,0,0
2026-02-01T16:08:00Z,28.391,4.105,17.57,3154.6,0.5405,23.02,0,0
2026-02-01T16:09:00Z,28.402,4.116,17.62,3156.0,0.5337,22.85,0,0
2026-02-01T16:10:00Z,28.431,4.097,17.93,3163.3,0.5392,23.02,0,0
2026-02-01T16:11:00Z,28.37,4.167,17.81,3173.2,0.5414,23.08,0,0
2026-02-01T16:12:00Z,28.406,4.111,17.52,3194.8,0.5364,23.16,0,0
2026-02-01T16:13:00Z,28.425,4.156,17.59,3209.4,0.5413,23.03,0,0
2026-02-01T16:14:00Z,28.418,4.089,17.0,3240.2,0.5454,23.22,0,0
2026-02-01T16:15:00Z,28.388,4.081,17.95,3240.4,0.5434,23.19,0,0
2026-02-01T16:16:00Z,28.406,4.064,17.87,3253.8,0.5467,23.11,0,0
2026-02-01T16:17:00Z,28.387,4.08,18.11,3253.5,0.5545,23.05,0,0
2026-02-01T16:18:00Z,28.399,4.124,18.11,3237.1,0.5426,23.03,0,0
2026-02-01T16:19:00Z,28.396,4.078,18.27,3214.6,0.5521,23.28,0,0
2026-02-01T16:20:00Z,28.375,4.085,18.73,3189.3,0.5416,22.99,0,0
2026-02-01T16:21:00Z,28.376,4.135,17.93,3175.9,0.542,23.08,0,0
2026-02-01T16:22:00Z,28.379,4.082,17.93,3175.2,0.5405,23.11,0,0
2026-02-01T16:23:00Z,28.405,4.094,17.53,3139.7,0.5462,23.46,0,0
2026-02-01T16:24:00Z,28.415,4.077,17.56,3143.0,0.5387,23.06,0,0
2026-02-01T16:25:00Z,28.395,4.095,17.74,3156.7,0.5417,23.15,0,0
2026-02-01T16:26:00Z,28.37,4.068,18.24,3183.4,0.5468,23.1,0,0
2026-02-01T16:27:00Z,28.405,4.105,18.39,3191.7,0.5435,22.98,0,0
2026-02-01T16:28:00Z,28.374,4.137,17.93,3213.8,0.5502,23.32,0,0
2026-02-01T16:29:00Z,28.394,4.089,17.93,3229.2,0.545,23.42,0,0
2026-02-01T16:30:00Z,28.356,4.109,18.27,3244.1,0.5418,23.2,0,0
2026-02-01T16:31:00Z,28.394,4.104,18.54,3243.3,0.5439,23.01,0,0
2026-02-01T16:32:00Z,28.399,4.102,17.69,3250.1,0.5504,23.16,0,0
2026-02-01T16:33:00Z,28.412,4.061,17.52,3234.5,0.5403,22.98,0,0
2026-02-01T16:34:00Z,28.433,4.169,17.31,3218.2,0.5538,23.33,0,0
2026-02-01T16:35:00Z,28.398,4.103,17.68,3195.7,0.5493,22.77,0,0
2026-02-01T16:36:00Z,28.37,4.088,17.54,3170.2,0.5474,23.09,0,0
2026-02-01T16:37:00Z,28.38,4.107,17.7,3166.1,0.5437,23.49,0,0
2026-02-01T16:38:00Z,28.387,4.051,18.38,3152.6,0.5468,23.19,0,0
2026-02-01T16:39:00Z,28.393,4.076,17.99,3159.3,0.5366,23.32,0,0
2026-02-01T16:40:00Z,28.395,4.161,17.74,3161.7,0.5453,23.22,0,0
2026-02-01T16:41:00Z,28.439,4.095,18.15,3173.6,0.5495,23.14,0,0
2026-02-01T16:42:00Z,28.405,4.11,17.9,3194.0,0.5546,23.05,0,0
2026-02-01T16:43:00Z,28.382,4.097,17.36,3215.5,0.5501,23.4,0,0
2026-02-01T16:44:00Z,28.425,4.068,18.29,3243.3,0.5484,23.26,0,0
2026-02-01T16:45:00Z,28.39,4.109,18.38,3245.1,0.5407,22.97,0,0
2026-02-01T16:46:00Z,28.424,4.079,17.78,3239.7,0.549,23.18,0,0
2026-02-01T16:47:00Z,28.385,4.096,18.33,3247.1,0.5567,23.11,0,0
2026-02-01T16:48:00Z,28.415,4.108,17.86,3233.3,0.5401,23.16,0,0
2026-02-01T16:49:00Z,28.413,4.105,17.57,3226.7,0.5453,23.41,0,0
2026-02-01T16:50:00Z,28.38,4.077,17.95,3196.9,0.558,23.14,0,0
2026-02-01T16:51:00Z,27.689,4.473,-7.98,3177.0,0.5488,23.1,1,1
2026-02-01T16:52:00Z,27.655,4.393,-7.95,3158.8,0.5448,23.18,1,1
2026-02-01T16:53:00Z,27.716,4.365,-7.99,3153.5,0.531,23.14,1,1
2026-02-01T16:54:00Z,27.65,4.36,-8.92,3160.4,0.5398,22.96,1,1
2026-02-01T16:55:00Z,27.689,4.346,-7.19,3156.6,0.5386,23.25,1,1
2026-02-01T16:56:00Z,27.677,4.369,-8.19,3164.1,0.541,23.33,1,1
2026-02-01T16:57:00Z,27.677,4.4,-8.34,3194.2,0.5413,23.13,1,1
2026-02-01T16:58:00Z,27.697,4.396,-7.4,3217.1,0.5464,23.1,1,1
2026-02-01T16:59:00Z,27.706,4.366,-8.25,3229.3,0.5561,23.12,1,1
