# Synthetic data generated for this project from a fixed seed. Not market data and not a price history of any real security.
date,AAPL,MSFT,NVDA,SPY,TSLA
2019-08-30,42.7045,80.7597,275.9136,269.3526,284.6026
2019-09-02,42.5210,84.2842,274.7179,271.5111,310.2298
2019-09-03,42.0792,86.0802,265.7617,269.4115,317.7555
2019-09-04,41.7631,86.3997,259.0325,272.0056,327.3736
2019-09-05,41.4262,84.4721,255.4521,266.6456,323.0037
2019-09-06,41.7368,84.2969,263.4561,274.7691,328.5776
2019-09-09,42.1991,82.8140,281.6636,278.4471,306.7908
2019-09-10,42.6447,78.7318,284.3280,273.8268,297.9194
2019-09-11,42.8848,79.7845,269.5130,268.9446,279.7352
2019-09-12,42.5693,79.5303,262.9950,264.2178,282.1514
2019-09-13,43.3934,80.6187,264.2126,269.9535,288.5753
2019-09-16,43.2176,81.7469,268.0858,273.3701,296.9064
2019-09-17,43.4574,82.7318,268.3253,274.3286,303.5789
2019-09-18,43.5431,81.8303,276.6771,269.3351,311.0698
2019-09-19,44.3057,82.7774,284.4884,271.8912,307.1523
2019-09-20,44.7879,84.5026,288.7685,275.7522,297.0862
2019-09-23,45.4225,82.8698,298.0428,272.9693,303.8799
2019-09-24,45.2765,80.2715,309.1458,271.8035,320.3886
2019-09-25,45.1963,79.3787,298.3310,273.7494,304.3017
2019-09-26,45.5474,78.0145,312.1218,274.8404,303.4088
2019-09-27,44.6306,78.5923,331.8239,272.3232,309.4430
2019-09-30,45.4282,78.7919,343.2814,272.8330,309.7599
2019-10-01,45.0215,77.5137,345.3720,275.1508,318.0463
2019-10-02,44.7489,78.9186,339.4288,274.9497,340.1253
2019-10-03,44.2822,79.9572,333.0161,274.1457,336.6994
2019-10-04,43.8668,79.8985,336.3390,279.5836,353.7375
2019-10-07,44.4345,80.5064,335.0159,278.6608,366.2473
2019-10-08,44.9446,81.9639,337.9403,276.0846,364.4630
2019-10-09,45.6120,81.2222,349.1464,276.0021,358.4540
2019-10-10,45.9981,80.5759,343.5083,272.3775,360.4970
2019-10-11,45.7178,82.6039,357.3930,272.7656,360.4360
2019-10-14,45.5366,84.5600,368.3525,277.4156,348.3769
2019-10-15,44.8341,85.5006,379.9386,278.2736,357.1743
2019-10-16,45.7431,84.0750,371.6051,276.8835,349.3671
2019-10-17,45.1909,82.8181,365.4998,274.5159,336.6938
2019-10-18,45.8346,83.2381,354.5687,281.2277,336.9298
2019-10-21,45.2658,83.7702,343.3528,284.0265,353.8975
2019-10-22,45.6701,84.3184,338.9666,286.0955,352.6645
2019-10-23,45.6589,82.6867,343.7343,283.7447,362.1748
2019-10-24,48.8878,82.6888,339.7311,284.7824,362.1108
2019-10-25,49.5658,82.9494,345.9318,289.3343,360.3022
2019-10-28,49.3917,82.5009,360.2435,292.1615,355.5485
2019-10-29,49.9550,81.8277,373.9756,296.6364,368.6856
2019-10-30,49.6721,78.2790,367.3082,291.3627,347.8647
2019-10-31,49.6974,80.9861,376.2581,298.7491,336.8672
2019-11-01,49.4680,81.2353,368.7962,294.3012,337.5529
2019-11-04,49.9462,82.8454,373.2775,299.9585,336.9056
2019-11-05,50.2323,83.4398,345.9855,295.9026,328.0808
2019-11-06,49.5232,81.3517,337.6386,295.9321,310.5766
2019-11-07,48.8563,81.8168,342.7581,294.2113,313.5225
2019-11-08,49.6924,82.8538,333.0049,293.2234,321.3457
2019-11-11,50.1806,84.3114,323.4121,294.1553,323.4659
2019-11-12,51.4649,82.0907,314.4739,295.5531,319.0369
2019-11-13,53.3221,85.1307,320.5930,303.2826,316.4832
2019-11-14,54.8027,84.6952,321.8934,308.7250,327.5146
2019-11-15,53.5406,84.9488,330.2234,313.1763,325.4254
2019-11-18,53.8892,85.2648,334.3957,312.2230,318.4874
2019-11-19,53.2433,90.2128,340.7119,315.2352,314.0959
2019-11-20,53.3399,88.8441,320.3225,319.3728,315.1518
2019-11-21,52.8338,88.3604,319.9049,323.6399,325.3712
2019-11-22,52.8130,88.5510,313.2473,324.7564,310.7161
2019-11-25,53.0043,90.6913,311.8097,326.6682,309.5292
2019-11-26,53.5935,91.8383,308.9110,327.3344,314.8991
2019-11-27,54.1496,93.9552,313.5526,327.9475,314.5196
2019-11-28,56.0231,93.2508,322.1780,331.1278,333.1882
2019-11-29,55.7445,93.8885,320.9264,324.2414,339.9024
2019-12-02,56.2513,94.5457,334.9248,317.8680,351.1725
2019-12-03,57.0737,94.5383,351.6563,320.8251,372.6335
2019-12-04,57.7421,93.7188,346.6375,327.0574,374.7902
2019-12-05,56.3814,91.7970,329.8000,325.1523,354.1545
2019-12-06,57.2636,92.9793,323.1896,322.9935,353.2569
2019-12-09,57.8540,91.4441,297.4971,318.7026,350.2756
2019-12-10,57.9453,91.3704,305.3703,318.7850,338.5590
2019-12-11,58.7579,93.9984,305.1427,312.9487,336.8457
2019-12-12,62.6861,93.9745,319.3023,313.6518,356.6909
2019-12-13,61.0607,93.2190,305.7518,314.7677,342.6375
2019-12-16,62.1886,94.9205,314.1216,313.2809,345.1739
2019-12-17,63.6465,96.5218,313.1107,313.2735,340.7481
2019-12-18,61.8382,98.0940,303.6506,319.1698,351.0640
2019-12-19,61.7080,96.9643,305.2606,317.5340,346.3433
2019-12-20,62.0697,97.0214,301.0534,319.4408,350.1521
2019-12-23,60.2689,98.6565,287.8484,319.9772,361.8421
2019-12-24,60.9517,99.7486,276.7357,323.2099,345.1321
2019-12-25,62.0205,100.2744,275.5930,322.6038,348.5785
2019-12-26,61.1912,100.1471,279.1915,326.0218,353.9779
2019-12-27,62.3801,100.8388,278.5510,329.4264,359.7900
2019-12-30,62.9414,99.3687,277.7088,329.1645,342.4664
2019-12-31,61.5236,99.0345,277.3343,326.5306,329.2908
2020-01-01,60.8358,100.1555,286.7333,325.9480,333.1180
2020-01-02,62.1657,102.6237,284.7309,332.0215,339.6403
2020-01-03,61.1926,102.3022,277.3754,331.9384,325.3001
2020-01-06,61.3602,100.4654,266.9495,324.1941,311.8180
2020-01-07,61.3894,98.7416,271.0809,327.1265,308.0016
2020-01-08,60.7664,99.5342,275.7270,333.9924,289.6379
2020-01-09,60.5749,97.8116,293.1684,335.8587,297.2865
2020-01-10,60.5283,99.9769,295.4479,341.5883,296.2851
2020-01-13,59.1347,99.3858,293.8238,342.8171,291.9037
2020-01-14,59.4671,98.4305,309.0087,352.6388,281.5400
2020-01-15,62.1175,96.1747,314.8190,357.7698,272.7786
2020-01-16,62.9096,93.9588,297.5672,360.5458,261.8934
2020-01-17,61.4250,92.9050,301.1596,363.7445,289.2957
2020-01-20,57.7770,95.3098,303.4156,362.6416,294.4931
2020-01-21,60.1038,96.4962,323.9087,371.6982,306.4151
2020-01-22,61.5330,99.8153,320.7223,370.4207,314.7455
2020-01-23,62.5040,100.5636,337.1596,370.6663,312.7891
2020-01-24,61.2019,97.1520,339.2220,369.4196,308.7066
2020-01-27,61.7620,100.5705,332.6599,369.5619,286.6072
2020-01-28,60.0855,99.8689,369.7185,371.3151,288.7865
2020-01-29,59.2637,102.3044,373.0500,367.7611,287.9826
2020-01-30,58.6208,106.7367,372.6028,367.3881,307.6100
2020-01-31,58.4988,104.5612,359.9479,362.6516,300.6539
2020-02-03,58.7390,104.9599,355.8967,366.4940,304.9717
2020-02-04,58.8189,102.9476,356.1093,359.4607,291.6620
2020-02-05,58.0819,102.2533,359.6104,355.1240,304.6623
2020-02-06,58.2978,102.0693,362.0149,345.3989,292.7365
2020-02-07,57.8480,102.9693,346.0861,342.6022,287.0734
2020-02-10,57.4471,103.2759,341.9627,339.1794,291.4588
2020-02-11,57.2961,103.0046,338.1297,336.4918,304.1136
2020-02-12,57.8320,103.9848,331.5205,339.5192,316.5127
2020-02-13,55.4863,101.4140,320.0993,334.2176,318.1730
2020-02-14,55.3621,100.2274,301.4256,334.9709,321.6704
2020-02-17,55.7574,101.1846,292.5955,335.8184,321.3226
2020-02-18,56.3154,101.8890,304.9845,342.1301,346.8745
2020-02-19,54.7552,100.4558,296.4010,335.6560,337.4549
2020-02-20,56.1452,98.5734,296.8291,338.9842,334.7479
2020-02-21,55.9739,97.4709,290.0273,338.4198,343.0403
2020-02-24,56.7631,97.5299,306.3506,335.2652,366.9489
2020-02-25,56.8724,96.1244,299.9635,335.8632,371.8246
2020-02-26,56.0800,95.2064,296.9512,336.7271,360.3397
2020-02-27,55.3298,100.4423,302.9589,337.5329,346.9630
2020-02-28,54.4375,101.0956,293.4813,330.3417,327.7751
2020-03-02,56.6396,101.6670,283.6058,332.6883,309.8543
2020-03-03,56.0593,100.1458,285.5124,328.0282,294.9831
2020-03-04,56.9849,100.4313,291.7060,330.5406,276.5105
2020-03-05,58.1039,102.4273,291.0510,329.2951,272.0349
2020-03-06,58.7658,104.2521,292.0375,328.6180,281.4731
2020-03-09,56.4981,102.0139,303.4061,317.0634,274.8557
2020-03-10,56.1910,102.9236,305.2173,323.1938,290.1585
2020-03-11,56.9750,102.4963,302.3677,326.8824,289.2637
2020-03-12,56.9950,102.6440,315.2339,325.4536,296.7085
2020-03-13,56.8896,103.3204,317.9754,326.8174,280.3229
2020-03-16,57.5148,102.5329,313.1844,334.0889,291.0465
2020-03-17,58.3051,104.9706,318.0449,329.8089,287.4235
2020-03-18,55.6154,105.8599,312.2953,329.7575,300.5428
2020-03-19,56.8952,107.6259,313.0472,335.2112,272.6603
2020-03-20,56.3459,108.4924,313.1390,339.0162,276.7074
2020-03-23,59.6030,109.0789,316.7843,350.3650,262.0999
2020-03-24,60.3684,109.4588,318.5238,351.9822,249.3847
2020-03-25,58.7256,107.7381,317.3731,347.4242,248.5957
2020-03-26,57.4453,108.1541,329.6679,348.6187,239.0895
2020-03-27,58.9109,110.2481,328.4406,356.4740,258.7195
2020-03-30,60.8798,109.7517,320.7860,355.6734,263.3398
2020-03-31,61.3489,110.7923,330.5081,354.7539,255.7742
2020-04-01,62.3693,111.5920,338.8953,349.3170,250.3488
2020-04-02,61.8365,114.9748,353.9931,352.6240,244.0841
2020-04-03,63.4125,114.7233,354.9645,347.4934,234.9964
2020-04-06,63.8057,115.3987,369.7461,350.5855,226.3437
2020-04-07,63.5374,115.2259,363.0722,356.0124,224.7154
2020-04-08,62.5034,114.9225,361.8566,346.6981,221.4773
2020-04-09,61.9951,112.5142,370.5427,343.5487,216.8340
2020-04-10,62.3046,112.3682,364.6831,337.9455,218.4567
2020-04-13,61.7087,113.9697,367.7253,333.5744,217.7497
2020-04-14,63.2022,117.5782,358.3066,339.8734,215.5985
2020-04-15,63.2661,118.1570,363.1360,332.8653,223.7985
2020-04-16,64.0970,113.6880,364.1234,333.4982,226.3933
2020-04-17,63.2586,112.1727,371.2097,333.3167,224.4985
2020-04-20,62.8681,111.3524,390.7194,335.3351,224.2975
2020-04-21,63.4722,110.2325,382.5368,335.8584,221.9193
2020-04-22,63.0762,108.6263,365.4510,341.0131,223.4073
2020-04-23,64.7570,106.5629,360.5328,341.2911,232.5999
2020-04-24,65.8267,107.8150,368.6131,343.1197,237.2757
2020-04-27,64.3920,107.6057,381.5825,346.2529,250.5525
2020-04-28,61.8869,101.6536,376.7764,343.2457,251.6456
2020-04-29,62.2249,100.6794,366.5286,349.8848,252.0673
2020-04-30,61.3246,98.6315,360.8714,340.9163,249.8980
2020-05-01,61.3063,98.2190,351.0433,345.2359,251.9262
2020-05-04,60.8047,96.7432,353.2995,351.1235,257.8079
2020-05-05,59.9153,95.2442,333.3153,346.7047,257.8516
2020-05-06,60.9082,93.6951,332.7050,343.9197,256.7663
2020-05-07,62.5115,95.9808,346.1229,341.6991,260.6593
2020-05-08,62.4620,96.4366,342.3982,339.1894,269.9137
2020-05-11,62.2896,96.1270,346.8818,340.1226,278.3308
2020-05-12,63.3959,94.9511,346.5163,337.0909,287.9576
2020-05-13,65.2603,96.3226,350.5161,336.5902,283.9303
2020-05-14,65.5815,96.9407,355.7364,340.9412,278.7062
2020-05-15,64.2536,96.7800,355.0386,333.6360,288.5156
2020-05-18,66.0763,98.6888,355.5975,328.7404,301.5968
2020-05-19,66.1906,100.3409,350.4985,333.2480,295.4266
2020-05-20,66.8877,99.7440,341.7597,334.0887,291.7184
2020-05-21,66.7838,101.1120,356.6063,337.5122,284.3071
2020-05-22,65.8381,102.4346,368.9775,334.6337,268.9059
2020-05-25,66.8536,103.9341,392.3105,338.0505,275.5355
2020-05-26,67.1458,102.2279,397.5517,340.5999,264.8844
2020-05-27,67.5708,102.3082,404.7956,340.7822,254.9258
2020-05-28,66.9209,101.0380,403.9501,343.1693,252.3957
2020-05-29,64.9881,102.7715,405.7769,337.8861,246.4504
2020-06-01,63.5032,102.0174,413.0471,338.7298,260.4185
2020-06-02,62.8437,100.2719,403.6340,333.7904,247.6338
2020-06-03,62.0323,104.0265,425.9021,334.7456,241.3198
2020-06-04,62.4080,104.7297,458.9010,336.8413,237.7272
2020-06-05,62.2632,103.3510,452.6794,341.1145,246.1655
2020-06-08,64.0181,101.6528,420.2709,344.3398,247.1600
2020-06-09,62.4470,102.1401,442.8825,350.1683,253.9313
2020-06-10,61.7544,103.2818,443.5333,347.4575,252.6246
2020-06-11,62.8290,104.0375,421.3643,350.0103,252.7861
2020-06-12,63.4823,104.0441,426.7288,357.9253,241.4305
2020-06-15,65.1009,103.9543,425.7229,359.4338,246.6921
2020-06-16,63.5848,102.1142,438.8665,355.0869,237.2581
2020-06-17,62.3110,100.9420,431.3409,353.6328,231.4711
2020-06-18,60.7904,101.9721,442.0732,349.7427,226.5650
2020-06-19,59.9613,100.5775,445.0660,354.0029,224.6219
2020-06-22,62.1322,102.4479,476.6393,356.3442,234.5170
2020-06-23,61.8811,105.6170,477.1129,350.9764,226.2016
2020-06-24,63.1565,108.5958,469.4914,354.0853,221.8868
2020-06-25,65.2279,111.9240,448.9689,352.5574,219.3614
2020-06-26,64.9307,111.1376,419.8075,349.3196,230.1746
2020-06-29,63.2714,111.7261,426.8561,351.0043,224.1399
2020-06-30,62.5507,109.9064,402.3226,346.7772,237.7694
2020-07-01,63.1344,111.8762,396.0428,348.2654,256.6031
2020-07-02,61.9823,109.6867,404.2668,336.9324,248.9603
2020-07-03,61.8211,111.5352,410.7466,345.4700,248.7545
2020-07-06,63.7667,106.3933,413.8702,340.7425,248.5708
2020-07-07,64.5647,109.0357,431.9758,343.8344,252.4770
2020-07-08,64.2264,112.8819,428.5775,348.4203,251.3418
2020-07-09,64.7030,111.9093,423.3674,344.4115,243.4493
2020-07-10,64.3866,116.6781,434.6017,343.0962,243.2290
2020-07-13,63.3185,117.5409,447.1310,333.4327,245.1154
2020-07-14,61.9868,116.3974,424.2500,334.0370,243.3461
2020-07-15,63.7488,115.6252,434.5440,332.1387,260.5919
2020-07-16,62.9348,116.6505,446.4650,334.6302,282.2444
2020-07-17,63.2017,116.1063,457.4731,329.9612,279.3815
2020-07-20,62.9748,115.6151,448.1225,327.8964,282.2204
2020-07-21,63.7364,116.8525,440.6302,332.9855,273.7142
2020-07-22,64.9367,111.7874,451.9110,326.3718,277.0367
2020-07-23,66.7474,113.4919,461.8245,327.4591,278.4691
2020-07-24,66.2156,114.0407,436.5774,326.7951,270.5296
2020-07-27,66.7562,115.9821,439.2667,321.4691,264.8714
2020-07-28,65.0696,117.5324,441.2480,315.8337,273.6212
2020-07-29,64.4982,118.1730,446.0608,317.9986,274.8680
2020-07-30,63.8517,118.7877,443.5376,311.8691,259.7962
2020-07-31,61.4591,119.7555,417.0153,298.9222,256.6369
2020-08-03,61.6684,120.9818,404.9789,299.8479,260.2288
2020-08-04,61.6771,121.4375,421.2411,304.1044,258.5855
2020-08-05,61.3579,118.9524,438.4683,307.1588,253.1887
2020-08-06,62.9568,116.4939,444.5520,310.7400,247.5949
2020-08-07,62.5539,117.6643,437.1752,316.6520,238.7491
2020-08-10,60.7463,117.4988,423.2234,310.0426,232.3011
2020-08-11,62.2027,119.4461,430.1383,313.5390,235.8587
2020-08-12,61.9748,120.0953,443.4682,311.4653,245.1212
2020-08-13,62.2110,118.2140,453.0098,310.7580,233.9358
2020-08-14,62.3001,123.0314,448.4787,313.3563,251.4979
2020-08-17,62.6822,123.2751,462.3882,319.0797,242.4381
2020-08-18,63.3601,121.7433,449.4502,317.9214,247.3435
2020-08-19,65.6657,121.6595,451.0353,316.8318,241.9950
2020-08-20,66.2733,121.6058,470.3164,315.0979,247.4541
2020-08-21,67.7888,122.9021,439.0773,313.5022,248.5546
2020-08-24,69.1382,123.1980,439.0702,317.5734,247.8018
2020-08-25,70.3711,125.1816,450.3779,321.6823,258.9932
2020-08-26,71.2278,126.6861,469.3343,317.2061,263.4882
2020-08-27,71.8370,128.1385,455.9750,323.4880,268.6653
2020-08-28,72.1940,127.9636,453.3029,319.9845,261.5307
2020-08-31,71.4697,127.9358,461.9257,318.7039,252.0589
2020-09-01,71.1733,127.5679,458.0551,316.3994,246.8772
2020-09-02,71.5929,128.8214,470.6307,319.5327,260.8660
2020-09-03,72.3084,129.9409,464.4312,321.1945,264.3926
2020-09-04,72.4280,129.2147,465.2787,317.5128,247.9698
2020-09-07,72.5130,129.2209,460.0928,315.6079,263.5499
2020-09-08,71.7335,128.1240,462.2736,312.5403,273.8300
2020-09-09,73.5735,130.0018,507.1499,317.8776,291.0183
2020-09-10,75.6573,131.1681,528.9011,319.9255,300.3942
2020-09-11,74.9080,129.1190,537.3291,317.8617,300.3552
2020-09-14,75.7198,128.1313,543.4707,316.3370,308.6786
2020-09-15,76.2141,128.6197,557.1026,311.2561,307.5681
2020-09-16,77.7142,132.7091,570.8201,311.3353,300.4191
2020-09-17,79.0441,133.4008,565.4057,312.3056,297.8181
2020-09-18,80.4207,130.4968,548.2583,315.5042,288.2661
2020-09-21,79.9876,129.3223,565.7026,313.6788,317.3756
2020-09-22,78.7898,130.5457,551.6297,317.0836,312.8656
2020-09-23,79.2364,132.3912,546.1683,323.4130,320.2089
2020-09-24,79.4466,132.2695,550.1518,322.9275,309.0145
2020-09-25,80.1309,131.8755,548.5631,318.9118,307.5419
2020-09-28,79.8937,134.2206,536.5412,318.5560,300.9226
2020-09-29,78.3265,133.1035,534.5464,312.5512,293.9751
2020-09-30,80.5614,133.7292,541.3488,311.5286,289.9137
2020-10-01,80.3453,132.6089,531.3554,312.5495,297.3550
2020-10-02,80.2555,133.0147,521.0838,312.5673,306.9264
2020-10-05,80.8015,134.0934,496.7945,309.5273,308.2671
2020-10-06,82.5312,131.7384,487.9931,309.1143,309.8579
2020-10-07,79.7136,136.5682,502.4589,313.0468,318.3581
2020-10-08,79.7358,134.8264,508.2667,315.1323,320.7555
2020-10-09,79.6291,135.5853,512.7377,318.8821,314.4340
2020-10-12,78.9417,136.2347,528.5001,320.7780,307.1996
2020-10-13,80.5609,134.1143,555.8118,324.1258,324.0734
2020-10-14,83.8449,133.2164,544.4624,328.2152,337.0276
2020-10-15,80.8090,136.6994,527.3727,325.8733,332.3499
2020-10-16,80.3660,139.4102,528.8793,325.1660,328.6825
2020-10-19,81.2432,141.1020,516.0867,321.6161,331.8887
2020-10-20,82.4808,141.3072,537.9276,322.6763,335.2175
2020-10-21,83.4065,141.2845,521.0295,320.3703,326.9383
2020-10-22,85.4964,142.8400,557.3288,327.0080,349.9777
2020-10-23,84.4211,140.0543,566.8018,328.5714,347.6482
2020-10-26,84.4922,140.4814,568.4904,329.7145,368.1691
2020-10-27,86.6058,138.9006,556.5091,331.8681,342.6993
2020-10-28,86.0231,141.9350,556.4523,328.5912,337.7261
2020-10-29,86.5973,142.7387,544.4360,327.1414,354.4525
2020-10-30,87.3012,144.9694,547.9826,331.8886,383.3805
2020-11-02,84.7619,146.7230,546.8353,327.0735,361.3981
2020-11-03,83.2901,145.9727,531.5706,328.8277,361.7090
2020-11-04,87.8374,151.5660,520.7986,335.1286,370.6731
2020-11-05,86.3973,151.5283,531.1449,333.4976,364.4458
2020-11-06,85.8632,152.0449,553.8156,334.9700,383.5153
2020-11-09,84.6822,151.7266,558.9965,330.3309,387.7042
2020-11-10,84.2897,148.7809,562.9799,330.0236,386.5636
2020-11-11,87.6273,146.4713,574.4669,329.0613,383.9397
2020-11-12,85.0657,139.0719,555.2131,319.8240,361.8158
2020-11-13,85.8405,137.9089,561.2197,320.2493,357.6831
2020-11-16,88.1067,136.4495,561.4450,323.5019,354.9609
2020-11-17,89.6055,134.2326,531.3537,319.4612,350.4505
2020-11-18,91.6107,136.1973,500.6505,321.1345,367.5813
2020-11-19,90.1344,134.1984,488.0487,319.6638,361.9387
2020-11-20,90.7381,134.0814,485.6395,321.7073,376.5334
2020-11-23,89.3928,132.4119,489.6618,321.3822,372.4244
2020-11-24,90.0256,132.5873,498.1250,324.9317,383.4236
2020-11-25,90.5649,134.4975,505.9130,329.5836,396.5703
2020-11-26,93.0826,137.6099,497.9741,329.7002,393.8773
2020-11-27,94.3687,137.8868,463.8645,326.9554,397.2374
2020-11-30,92.7880,136.8312,465.4812,324.4992,399.7295
2020-12-01,96.0285,136.0364,466.6226,330.8522,427.6422
2020-12-02,99.0462,139.7091,462.8244,336.9003,422.5357
2020-12-03,99.2939,137.5119,448.4926,335.7772,403.8117
2020-12-04,100.4550,137.3737,455.7864,341.7291,421.3174
2020-12-07,99.3698,141.0032,457.5361,335.3403,423.2475
2020-12-08,101.0920,142.0201,458.1075,334.5709,457.6878
2020-12-09,101.7026,141.7574,443.6409,335.5622,448.3165
2020-12-10,101.3634,142.7697,437.7690,336.3316,432.1013
2020-12-11,100.4625,139.5529,441.2447,333.2361,419.4295
2020-12-14,97.4159,139.2792,429.6554,332.3237,446.4223
2020-12-15,98.0466,138.1864,419.3326,335.4868,443.5239
2020-12-16,96.1229,136.2123,408.4276,333.4049,433.4271
2020-12-17,97.8101,137.5709,391.1659,330.2360,423.0273
2020-12-18,97.2930,138.2710,414.5142,326.5880,422.8517
2020-12-21,97.7449,141.7865,409.4152,328.4208,441.4968
2020-12-22,98.1339,143.3191,412.6261,329.2799,485.3294
2020-12-23,98.4677,150.2596,435.6985,332.7198,505.7801
2020-12-24,100.3271,152.4680,432.9056,331.3065,501.4945
2020-12-25,100.4392,154.9565,459.9770,329.0227,483.9033
2020-12-28,100.2724,155.0109,446.5823,327.2550,507.0186
2020-12-29,102.8467,154.4576,451.8785,326.9626,521.9138
2020-12-30,100.2261,151.3844,442.6240,329.8084,531.3069
2020-12-31,101.1867,148.3132,427.6492,330.6006,515.1907
2021-01-01,103.2416,152.3435,445.1583,328.3690,505.2156
2021-01-04,101.4428,150.1411,439.2435,323.7113,488.5136
2021-01-05,100.1739,147.3476,448.0396,320.3671,474.5739
2021-01-06,98.1309,144.5106,466.0287,316.0620,470.1151
2021-01-07,96.7268,141.7644,470.0952,306.2369,454.4171
2021-01-08,95.0407,143.7103,484.2376,305.6789,448.2291
2021-01-11,92.4591,142.3708,483.3252,309.6645,459.5893
2021-01-12,92.6312,146.3985,501.6451,314.6790,479.1094
2021-01-13,92.0780,148.0392,526.4873,317.8685,501.1489
2021-01-14,92.3149,151.6916,551.2511,321.4090,504.0601
2021-01-15,91.3113,154.6885,555.7103,321.5005,500.5611
2021-01-18,90.9917,156.5978,557.0996,321.7669,484.6378
2021-01-19,93.0078,160.1720,557.0507,324.3071,470.4616
2021-01-20,89.9836,161.1736,577.2377,331.9501,473.3156
2021-01-21,91.1013,163.0239,598.6742,337.2694,470.9306
2021-01-22,93.0359,165.1349,637.9720,341.7231,489.1462
2021-01-25,94.6469,165.8839,674.3874,345.0070,487.6175
2021-01-26,97.4599,165.5252,679.0382,347.1244,498.1020
2021-01-27,98.2602,164.8260,690.2193,340.9620,480.0930
2021-01-28,95.6715,165.9714,650.5058,342.2813,460.5797
2021-01-29,96.3558,167.2771,650.1664,336.7199,461.7184
2021-02-01,94.4566,167.3985,623.8680,332.6471,464.0285
2021-02-02,92.9491,164.0177,578.5459,327.0491,481.0469
2021-02-03,93.9873,164.0974,558.3308,319.5969,447.0574
2021-02-04,94.8656,166.6372,587.3141,319.9742,435.2207
2021-02-05,91.4477,165.5299,584.7346,317.9993,460.6948
2021-02-08,90.9724,168.6933,588.0379,320.3343,433.7788
2021-02-09,87.4261,168.0127,581.4800,323.3770,427.9527
2021-02-10,85.1823,165.3348,599.6800,324.2345,436.3125
2021-02-11,84.2045,163.0085,571.7407,325.0709,409.0025
2021-02-12,84.8248,168.9117,583.6651,324.7695,405.7762
2021-02-15,84.6359,164.2206,577.6461,332.5444,406.6816
2021-02-16,84.7848,163.0026,581.1401,331.7500,400.4195
2021-02-17,88.6034,164.7930,602.4284,340.3350,424.5105
2021-02-18,89.7647,168.0836,636.7539,344.9730,422.0474
2021-02-19,88.9706,169.1946,626.5544,350.9674,429.7515
2021-02-22,88.8450,165.4981,585.4170,351.4786,393.9371
2021-02-23,89.3432,167.7024,598.0090,351.4497,383.6893
2021-02-24,89.9609,165.6977,619.4713,354.6988,393.0797
2021-02-25,89.6088,165.3346,624.4948,350.6179,421.1238
2021-02-26,88.6781,174.0677,655.6059,354.8054,444.2180
2021-03-01,89.3505,171.8574,662.3516,355.7142,454.0482
2021-03-02,90.4129,171.9812,622.5312,353.5919,441.1582
2021-03-03,88.9023,168.0733,611.2577,346.6351,458.2193
2021-03-04,89.5519,170.3955,629.7863,348.6307,482.4221
2021-03-05,90.1065,171.4329,651.8793,348.5428,486.3865
2021-03-08,88.1310,171.3399,620.5886,344.8090,488.0600
2021-03-09,88.0692,175.4817,619.0929,341.0012,513.0449
2021-03-10,89.0830,178.7977,648.0450,343.7240,516.9842
2021-03-11,89.7316,179.6610,615.2853,340.2865,516.8793
2021-03-12,88.4860,176.8599,614.8748,339.7647,518.1062
2021-03-15,90.0235,179.9627,609.6401,338.5629,566.9920
2021-03-16,91.1144,178.8106,616.0506,335.3963,564.4002
2021-03-17,90.2744,178.7296,611.9312,327.6199,582.1141
2021-03-18,91.2744,181.3026,619.3631,331.4470,562.6420
2021-03-19,92.4913,181.4315,635.0375,327.5786,556.4642
2021-03-22,93.8810,178.2515,660.3182,335.0275,553.8102
2021-03-23,94.0738,178.3447,655.4570,337.4645,563.7678
2021-03-24,92.3981,177.9641,657.8457,336.3147,584.6907
2021-03-25,95.0241,179.7052,660.9231,340.0018,581.1289
2021-03-26,93.7498,173.5754,628.1793,341.7101,571.3731
2021-03-29,92.1942,176.5176,617.2779,345.5812,586.5407
2021-03-30,94.9020,175.9690,590.6095,348.4583,619.4584
2021-03-31,93.4335,171.3829,599.1036,345.1915,611.6647
2021-04-01,92.1211,174.2731,589.4704,345.3696,659.5886
2021-04-02,92.6394,169.8583,586.9546,345.8181,669.7725
2021-04-05,89.7472,167.0333,601.7544,344.6504,700.9631
2021-04-06,92.7760,171.5313,588.0704,349.1834,735.0209
2021-04-07,93.5602,172.9777,617.3748,362.1485,702.5309
2021-04-08,92.4053,173.1044,628.2905,365.1548,685.2110
2021-04-09,93.7946,172.5546,624.5428,360.4128,665.2082
2021-04-12,92.6195,179.5389,600.9645,356.5097,695.2845
2021-04-13,90.5461,177.0778,608.1571,353.8858,662.0644
2021-04-14,89.2197,173.7320,616.9935,352.2680,668.4416
2021-04-15,93.9504,176.6415,658.2896,360.3559,663.9105
2021-04-16,92.7463,177.2113,673.9081,359.0411,640.0218
2021-04-19,91.1897,169.8413,651.3155,358.1652,660.6522
2021-04-20,92.9337,173.0588,651.7814,358.5411,664.9016
2021-04-21,90.2461,165.7477,668.9708,357.4310,662.5516
2021-04-22,92.7678,160.6040,684.3806,361.5370,639.9633
2021-04-23,92.4844,158.3191,675.3204,357.3921,658.7701
2021-04-26,94.1594,160.0306,712.2241,356.2635,662.4562
2021-04-27,96.7720,160.3946,692.6825,354.0710,643.0689
2021-04-28,99.5479,164.9323,705.1350,357.0620,613.5556
2021-04-29,98.3626,163.1476,714.6252,356.7117,580.8414
